Id,Year of Birth,Gender,Child's First Name,Count
756,2011,MALE,DONOVAN,10
757,2011,MALE,DWAYNE,14
758,2011,MALE,DYLAN,42
759,2011,MALE,EDWARD,10
760,2011,MALE,ELI,22
761,2011,MALE,ELIAS,14
762,2011,MALE,ELIJAH,156
763,2011,MALE,EMMANUEL,46
764,2011,MALE,ERIC,14
765,2011,MALE,ETHAN,124
766,2011,MALE,EVAN,26
767,2011,MALE,GABRIEL,36
768,2011,MALE,GAVIN,18
769,2011,MALE,GEORGE,10
770,2011,MALE,GIOVANNI,14
771,2011,MALE,HASSAN,10
772,2011,MALE,HAYDEN,12
773,2011,MALE,HUNTER,12
774,2011,MALE,IAN,21
775,2011,FEMALE,SERENA,16
776,2011,MALE,IBRAHIMA,11
777,2011,MALE,ISAAC,18
778,2011,MALE,ISAIAH,105
779,2011,MALE,ISHMAEL,10
780,2011,MALE,ISIAH,11
781,2011,MALE,JACE,21
782,2011,MALE,JACKSON,11
783,2011,MALE,JACOB,82
784,2011,MALE,JADEN,75
785,2011,MALE,JAHEIM,10
786,2011,MALE,JAHMIR,14
787,2011,MALE,JAIDEN,35
788,2011,MALE,JALEN,15
789,2011,MALE,JAMAL,13
790,2011,MALE,JAMEL,13
791,2011,MALE,JAMES,33
792,2011,MALE,JAMIR,12
793,2011,MALE,JARED,12
794,2011,MALE,JASIAH,16
795,2011,MALE,JASON,44
796,2011,MALE,JAYDEN,184
797,2011,MALE,JAYLEN,38
798,2011,MALE,JAYSON,14
799,2011,MALE,JELANI,11
800,2011,MALE,JEREMIAH,153
801,2011,MALE,JEREMY,15
802,2011,MALE,JERMAINE,16
803,2011,MALE,JESSE,12
804,2011,MALE,JOEL,37
805,2011,MALE,JOHN,34
806,2011,MALE,JONATHAN,53
807,2011,MALE,JORDAN,53
808,2011,MALE,JOSEPH,35
809,2011,MALE,JOSHUA,128
810,2011,MALE,JOSIAH,121
811,2011,FEMALE,SHAINA,16
812,2011,MALE,JUSTICE,11
813,2011,MALE,JUSTIN,85
814,2011,MALE,KADEN,22
815,2011,MALE,KAI,14
816,2011,MALE,KAIDEN,28
817,2011,MALE,KALEB,18
818,2011,MALE,KAMARI,17
819,2011,MALE,KAMERON,14
820,2011,MALE,KAYDEN,37
821,2011,MALE,KEITH,12
822,2011,MALE,KENNETH,16
823,2011,MALE,KEVIN,28
824,2011,MALE,KHALIL,19
825,2011,MALE,KING,14
826,2011,MALE,KIYAN,12
827,2011,MALE,KYLE,40
828,2011,MALE,KYMANI,19
829,2011,MALE,LAMAR,15
830,2011,MALE,LANDON,11
831,2011,MALE,LEVI,15
832,2011,MALE,LIAM,61
833,2011,MALE,LOGAN,25
834,2011,MALE,LUCAS,12
835,2011,MALE,MAKAI,10
836,2011,MALE,MALACHI,72
837,2011,MALE,MALCOLM,11
838,2011,MALE,MALIK,24
839,2011,MALE,MAMADOU,27
840,2011,MALE,MARC,11
841,2011,MALE,MARCUS,24
842,2011,MALE,MARQUIS,10
843,2011,MALE,MASON,83
844,2011,MALE,MATTHEW,59
845,2011,MALE,MAURICE,16
846,2011,MALE,MEKHI,33
847,2011,MALE,MESSIAH,23
848,2011,MALE,MICAH,29
849,2011,MALE,MICHAEL,93
850,2011,MALE,MILES,10
851,2011,MALE,MOHAMED,37
852,2011,MALE,MOHAMMED,23
853,2011,MALE,MOUSSA,11
854,2011,MALE,MYLES,15
855,2011,MALE,NANA,10
856,2011,MALE,NASIR,33
857,2011,MALE,NATHAN,32
858,2011,MALE,NATHANIEL,64
859,2011,MALE,NEHEMIAH,13
860,2011,MALE,NICHOLAS,31
861,2011,MALE,NICOLAS,11
862,2011,MALE,NIGEL,10
863,2011,MALE,NOAH,91
864,2011,MALE,OMAR,14
865,2011,MALE,OMARI,19
866,2011,MALE,OUSMANE,14
867,2011,MALE,PATRICK,14
868,2011,MALE,PRESTON,19
869,2011,MALE,PRINCE,32
870,2011,MALE,QUINCY,10
871,2011,MALE,RICARDO,10
872,2011,MALE,RICHARD,15
873,2011,MALE,ROBERT,29
874,2011,MALE,RODNEY,10
875,2011,MALE,RYAN,41
876,2011,MALE,SAMUEL,30
877,2011,MALE,SEAN,29
878,2011,MALE,SEBASTIAN,11
879,2011,MALE,SEKOU,15
880,2011,MALE,SETH,12
881,2011,FEMALE,SHAINDEL,15
882,2011,MALE,SINCERE,24
883,2011,MALE,STEPHEN,10
884,2011,MALE,STEVEN,12
885,2011,MALE,TERRELL,10
886,2011,MALE,TERRENCE,11
887,2011,MALE,TIMOTHY,14
888,2011,MALE,TRAVIS,17
889,2011,MALE,TRISTAN,58
890,2011,MALE,TROY,13
891,2011,MALE,TYLER,101
892,2011,MALE,VICTOR,12
893,2011,MALE,WILLIAM,27
894,2011,MALE,XAVIER,58
895,2011,MALE,ZACHARY,22
896,2011,MALE,ZAIRE,19
897,2011,MALE,ZION,35
898,2011,MALE,ZYAIRE,14
899,2011,MALE,AARON,102
900,2011,MALE,ABDIEL,12
901,2011,MALE,ABEL,14
902,2011,MALE,ABRAHAM,22
903,2011,MALE,ADAM,32
904,2011,MALE,ADEN,13
905,2011,MALE,ADONIS,16
906,2011,MALE,ADRIAN,157
907,2011,MALE,ADRIEL,34
908,2011,MALE,AIDAN,36
909,2011,MALE,AIDEN,188
910,2011,MALE,ALAN,38
911,2011,MALE,ALBERT,13
912,2011,MALE,ALBERTO,15
913,2011,MALE,ALDO,10
914,2011,MALE,ALEJANDRO,68
915,2011,MALE,ALEX,68
916,2011,MALE,ALEXANDER,219
917,2011,MALE,ALEXIS,55
918,2011,MALE,ALFREDO,15
919,2011,MALE,ALLAN,10
920,2011,MALE,ALLEN,22
921,2011,MALE,ALVIN,10
922,2011,MALE,AMIR,21
923,2011,MALE,ANDERSON,33
924,2011,MALE,ANDRE,10
925,2011,MALE,ANDRES,51
926,2011,MALE,ANDREW,125
927,2011,MALE,ANDY,37
928,2011,MALE,ANGEL,253
929,2011,MALE,ANGELO,28
930,2011,MALE,ANTHONY,207
931,2011,MALE,ANTONIO,32
932,2011,MALE,ARIEL,26
933,2011,MALE,ARMANDO,11
934,2011,MALE,ARMANI,20
935,2011,MALE,ARTURO,10
936,2011,MALE,ASHTON,17
937,2011,MALE,AUSTIN,15
938,2011,MALE,AVERY,13
939,2011,MALE,AXEL,69
940,2011,MALE,AYDEN,104
941,2011,MALE,BENJAMIN,51
942,2011,MALE,BRADLEY,24
943,2011,MALE,BRANDON,184
944,2011,MALE,BRAYAN,23
945,2011,MALE,BRAYDEN,16
946,2013,MALE,Jason,71
947,2011,MALE,BRYAN,99
948,2011,MALE,BRYANT,17
949,2011,MALE,BRYCE,10
950,2011,MALE,BYRON,19
951,2011,MALE,CALEB,42
952,2011,MALE,CAMERON,19
953,2011,MALE,CARLOS,109
954,2011,MALE,CARMELO,16
955,2011,MALE,CESAR,29
956,2011,FEMALE,ABIGAIL,24
957,2011,FEMALE,ADA,13
958,2011,FEMALE,AISHA,13
959,2011,FEMALE,AIZA,10
960,2011,FEMALE,ALEENA,12
961,2011,FEMALE,ALEXA,10
962,2011,FEMALE,ALEXANDRA,13
963,2011,FEMALE,ALICE,27
964,2011,FEMALE,ALINA,25
965,2011,FEMALE,ALISHA,10
966,2011,FEMALE,ALIYAH,12
967,2011,FEMALE,ALLISON,17
968,2011,FEMALE,ALYSSA,26
969,2011,FEMALE,AMANDA,22
970,2011,FEMALE,AMBER,13
971,2011,FEMALE,AMELIA,14
972,2011,FEMALE,AMY,24
973,2011,FEMALE,ANGEL,22
974,2011,FEMALE,ANGELA,47
975,2011,FEMALE,ANGELINA,26
976,2011,FEMALE,ANGIE,10
977,2011,FEMALE,ANIKA,14
978,2011,FEMALE,ANNA,30
979,2011,FEMALE,ANNABELLE,10
980,2011,FEMALE,ANNIE,20
981,2011,FEMALE,ARIA,12
982,2011,FEMALE,ARIANA,15
983,2011,FEMALE,ARIANNA,11
984,2011,FEMALE,ARYA,12
985,2011,FEMALE,ASHLEY,52
986,2011,FEMALE,AUDREY,19
987,2011,FEMALE,AVA,23
988,2011,FEMALE,AYESHA,17
989,2011,FEMALE,BELLA,16
990,2011,FEMALE,BONNIE,10
991,2011,FEMALE,BRIANNA,13
992,2011,FEMALE,CATHERINE,27
993,2011,FEMALE,CECILIA,12
994,2011,FEMALE,CHARLOTTE,14
995,2011,FEMALE,CHLOE,106
996,2011,FEMALE,CHRISTINA,20
997,2011,FEMALE,CHRISTINE,11
998,2011,FEMALE,CHRISTY,12
999,2011,FEMALE,CINDY,14
1000,2011,FEMALE,CLAIRE,27
